	Orders	Grassland	Wetland	Forest
459ed6eb6e79bf611147d32099c7da87	Diptera	4334	0	0
46178764cf983b9df55a4f912a0e732a	Diptera	0	0	0
4632490f5e8b06a99a57ef289d792638	Diptera	0	0	0
4661f4fa94eea7c1bde4cb78f35bee9c	Coleoptera	0	0	0
46abc3dd1cd74ddc688feb7ad0db3b62	Coleoptera	0	0	0
46f791fb1fae771a3525fe8a46fd6d86	Diptera	357	0	0
4712b6dd78dd38fc57407253a51f497f	Diptera	233	0	0
474606dc489384741b210e2703c63c56	unclassified.Insecta	0	11	0
478cadf9c50e625be4159244598af6c5	Diptera	767	0	0
479cf2ce6310e3c2009bc488a4cd439a	Diptera	0	0	0
47e3a69e7a071d2bccebb5508f6fd021	Coleoptera	0	0	0
4875c265747127fd43a57470d83af096	Coleoptera	0	0	124
48bf5bf356f65a9d36f837a26bad814c	Diptera	0	0	0
49436ecc8d49ed85f92649e6d4d14276	Lepidoptera	0	0	0
49b3a54b275cff79ed213a85a3717eef	Diptera	72	0	0
4a153e4d76c154e78dd00b1d4430893f	Diptera	0	0	0
4a2686efe661aa84456eb953bad02a36	Diptera	0	0	0
4a4594cc1315e4eb6a6c174f0c808c8e	Coleoptera	0	0	137
4a903b56008e0297348bcba5cbbb4169	Collembola_X	12581	5663	0
4ab31d3397c8246be4c17e407e2db59c	Diptera	224	0	1813
4acb7dc342cb1368ffd3a2a56a71fe9f	Diptera	4884	0	0
4ace288e3d5b701ad1bf98e3cf91f8ef	Diptera	0	85	0
4af3c5025f72d104f1507fe3ce00ee80	Diptera	2158	0	0
4b0f06c3d2ea35675e423f80a0f1744b	Poduromorpha	0	0	2591
4b888e11f2d55f86c64db382814156b5	Diptera	0	0	36341
4bb1ffd2475436aa55ceb94a6442d7e6	Collembola_X	838	1243	2530
4bdb0dd3af655fd29e42b5ee8e7fa2e0	Diptera	0	0	1637
4c1e44decead91498b8c9ce96aac79f3	Diptera	0	714	0
4c246801b6f6041fe9887f878ee4a1c1	Diptera	306	225	0
4c408a4a9cbd805457d9b5b03e16d8f2	Hemiptera	841	0	0
4c56726520f34f3ffaac42e53a70b0cc	Diptera	728	0	0
4ccfcbcd652e612284081ae4542c1c81	Araneae	19	0	0
4cdf1039cef978404981fb28af74d00f	Diptera	0	1879	0
4cf4ae78ab335fca5bcbbc2700b9e795	Diptera	0	0	0
4d04c727457ea1c3a08941eeedbb6eae	Diptera	3	0	0
4d126e2128722c3a481c3525a864bb4a	Hymenoptera	0	0	0
4d35f55dca95174749798335e15ba53b	Diptera	391	0	0
4d846d50e152e3657940d2a98f55d4f8	Araneae	21465	0	0
4da8ba8dffbf7cd4e5e282404a2a5054	Lepidoptera	0	0	0
4dc287fb1becbaae2a528b7de5732a93	Araneae	0	220	0
4dcacee0fec7b12664aa1a45b141307f	Diptera	0	0	5326
4df35cbd621476c7c9466258ac94090c	Lepidoptera	0	0	0
4e34982cc5754aebedd4af8c7209507a	Diptera	0	0	0
4e53e7d2a19c066567b4cd120be6b30f	Diptera	17756	0	0
4e8ed0a0015c9bb87f272264410d069b	Diptera	0	0	0
4ed38a255bc7ca3da3667a7d4d58ee09	Lepidoptera	0	0	0
4f3bd4f8cc8d038acee5d2fa570f726a	Diptera	53	0	0
4f4d310bbcd174a2c4ae2060d606f225	Diptera	0	1422	0
4f65eee8cfe4f4c8c852c80f73d7c2f4	Diptera	0	0	127
4f89cf7b99dca59bf23b1e25260e5bd3	Diptera	0	2274	0
4ff5a97f8b51a659cdc79b29d282a6e6	Diptera	0	0	324
501ee652274a2560db58540c4953377b	Lepidoptera	0	0	0
503a3d82f36fe64b8370e55871352e7f	Coleoptera	37	0	0
503d0877036c8b3a72ac6aeb67822353	Lepidoptera	0	10848	0
5047723aea9aaf44dc8f86deadaf5db5	Diptera	2393	0	0
50e8e7d670ad013ab01f505b9bb589f7	Collembola_X	0	2610	0
50f316c35305c5621c8d6a2c9ce6e514	Diptera	0	0	0
510522a12f0b938407d738a5c21b7a22	Hemiptera	0	0	304
516084ff2c2c4738115cffa7ad718b62	Hymenoptera	0	0	817
517ff0ea7d66e32d17f3a2fff1c064e9	Diptera	0	0	0
51cf5f23d997ab9a5d4e37a83bd65ddd	Diptera	0	347	0
51deceff6977b6d33a3e225fea44df71	Diptera	124	0	0
520b2f35d6b68a82e620b635419d70ca	Thysanoptera	0	0	207
521247e2bb04eba6b54299451f933c58	Diptera	504	0	0
524853060295fc969054a188e5871a15	Hemiptera	0	54	0
52674d780ff406cd02b2d729f1ed80ae	Diptera	0	181	0
5269f6f4faee2ae2a6ec3b1c3c802473	Hymenoptera	0	0	9633
52a4ab4532034c55602465bd49afbb1a	Lepidoptera	0	0	0
52d9edb318302488412ef121b1b8c548	Collembola_X	0	0	0
52e42a5c5e2a6c8af945f22a21246717	Collembola_X	7	43718	0
52e4d69b97eecc288f2a2c050ebb8e88	Coleoptera	0	0	0
535219083cae0f45aab214e0434496c5	Diptera	0	0	0
53943dc0447c40315a80f0ef91cade73	Diptera	108	0	0
53d75fc82efc2a37dc7987cefc6b7e5b	Diptera	0	0	0
53f709f7f33a196d8410ab7f97cf017f	Lepidoptera	9737	0	0
53fc45d79e0ca497322bcb8f8e5c20f8	Hymenoptera	857	0	0
5413cd88126f3ba4a541723c3dd7230a	Diptera	89	0	0
54289c744cf390d9cafc82c63b141268	Diptera	856	0	0
54299b24a256a733d3cdce4100db971f	Diptera	21374	6264	0
54583476092d6787e565faa371bfb922	Coleoptera	0	0	0
54691adccff1d78e2f4f61a3e96c3c2d	Araneae	0	235	0
548d49a010b5d188a0fa96e2e931955b	Diptera	0	89	0
54a21dfbc76d783cd25c9b0581fdd496	Diptera	485	0	0
54add160e56484362cbb3b9ccc334c6c	Diptera	2783	863	0
553687d293a199f001158e8f79213293	Hymenoptera	143	13	0
555cbcc453726125214a49dfdec27acf	Diptera	0	0	0
55600616f8d9bd53f585ef1eb6617baf	Diptera	0	0	0
5578226b0df5df8618b91043c6ab2f34	Lepidoptera	0	0	0
557a28710beda037a3cdc8d01ce10ee0	Araneae	0	392	0
55aa0eab2176a2c95b59c82fcfe6d89d	Diptera	0	0	0
55b7c5e82e55c4f9e667781f3ae46dfa	Diptera	2410	0	0
562c1dbd06fc07db2e6baaf5131533fe	Coleoptera	0	0	0
5641994a8f6807a32dcf243a0cafba8f	Coleoptera	0	383	0
5658474780c1c7cc69de81269e2aac9b	Collembola_X	29562	93104	0
56af9bb03ecfa54fbeb49ed6b182b255	Diptera	757	0	0
56f214e1ee2628fd3ede62d6d4497be7	Diptera	0	0	0
5732d1c377cb2974826d27340318ff50	Diptera	0	0	0
5745f8bb1bf60180242aedec50927008	Diptera	0	0	0
575e45432302669c5c426459cd691352	Araneae	0	0	3419
5774b6e185521a1e7f80ce95be15c6cd	Diptera	13984	4963	780
579bf2f99df97470a70d037c28bf04d3	Neuroptera	0	0	794
57db3b005b6e61a814f9c9d9a2dd3178	Diptera	0	0	0
57e4c5da549cd0761c25f5df7cfb023d	Diptera	30405	2413	0
5806699d43ee318170df133019d0070b	Hemiptera	101	0	0
5808230b0d2443385d16080fa44ca6db	Diptera	29084	0	0
5823bb0fa3fa7a138f9f263782bb26ef	Diptera	107	0	0
584dbdb859f8a1167d606b568a80843b	Diptera	0	0	0
58564634fc95c56b808c6cbb5fbc12db	Diptera	0	0	0
5899c7a2e1f50bd04ec3c43bc1f7b6a6	Collembola_X	0	0	0
58b1b453869159db001210c1813e43ec	Coleoptera	0	9500	0
58b4e41590813d38602d5d6f4cd4877a	Coleoptera	218	0	0
58bea4249a0c6ba199a67b36ae42fef6	Diptera	4	0	0
58d012fdea21bc264c2cb33a5288eeb3	Diptera	0	0	695
58d852f07e7ff4f16bb61beafe8aabbb	Diptera	4672	0	0
591fa991c0fe21536173e120231f6ee4	Collembola_X	0	384	0
592314f91e458c7fb5cbe21302759c1d	Diptera	271	0	0
594ae164a3ffbb266e5502f9e52b6d8f	Trombidiformes	0	0	0
596b0cc0c2cf1d7b8061d2c634131f08	Diptera	3829	472	71
598e2368c537e5c16e6f6ef9f3227442	Diptera	247	0	0
59c4bc9cd6c27c678ef636e205c3cbda	unclassified.Arthropoda	0	0	0
59e386068a44cc4c027dba3c5484a4c5	Collembola_X	32523	0	0
59fc9d32214ea4bdf2233eaeb71565ae	Diptera	0	0	0
5a0bb40e7dfbf8eb9602324a7fee13a4	Diptera	0	0	2845
5a5f6cebfc9d8c845b568a8bdde9d35a	Diptera	4385	0	0
5ae20242013927dd4169049bf57806d4	Diptera	0	0	0
5b2d51b92fe660d783272269dd18586d	Diptera	0	585	0
5b5a457ffb02ca59610fc235ea62350a	Diptera	327	0	0
5b797e07f4a08d35d2a4a071393f54f6	Diptera	274	109	0
5b7da6815fd1ae8abe71d5a74a833826	Diptera	203	0	0
5bc001a91092e24753fb1beafd1dae3b	Diptera	0	0	0
5bdce0692dac53182d2198bc0b976e53	Lepidoptera	16350	0	0
5be830a77193e8e0d7b656c821fb6cee	Araneae	0	0	2911
5bf5c7947da1a9cbf76c6d0c22f318ee	Collembola_X	2882	611	3818
5c1f753bc8d19681f1dc9a55ccf4f79d	Diptera	0	429	0
5c5aa1d89c6a23390575ac90d72d15c4	Diptera	0	0	0
5c631cb8610596660b3fde32cb685528	Araneae	206	0	0
5cbc4ced7518ec9d6b72fb062e4e3f7b	Hemiptera	202	0	0
5ce2d3964915cc8e6c51ddf6f310d4ad	Hemiptera	0	47	0
5d08355f51e957ae727c6ddc455fabb0	Diptera	0	1905	0
5d2c3f56aa7111409e1743d91e8e91d7	Diptera	3456	0	0
5d9a9af00321f8eb11f62a8bcdfd6b13	Diptera	0	203	0
5dbb5f1532a578d6f7bed022063238f5	Diptera	0	0	0
5dfdf6a8ae7e0c826f4e626c1c4010ec	Diptera	3530	0	0
5e0c5eb69bc9ea5bfef585c12e0b9abb	Diptera	26572	0	0
5e0f53977bffe8f2d3963eee61bc3ead	Diptera	0	0	0
5e8474c904bae115050cead295f0233e	Diptera	0	4	0
5eb98fdacfed5f324d25967961d5d806	Coleoptera	0	0	14
5ef8204da5330eae61c5fcc48bb99247	Diptera	0	0	0
5f4d631a9192df3da312fdaf4db3dafb	Diptera	0	0	0
5fa982506fd6c75f4bb060cd4614f438	Diptera	0	0	0
5fde8b8f5de66943d4f8bab28664ab02	Orthoptera	0	0	0
6079864465a636949977c766e5ca98b2	Hemiptera	2111	64	0
60e8472f55084373edacfad2e1d9456c	Coleoptera	0	0	12
613097d95a1ae35a5ecbbfe25d492537	Diptera	0	1799	0
614c641f8bf5b7d7c3dbfdde39fc5ee8	Diptera	0	0	265
6162cce988b5ae6806198f7214eaa260	Hymenoptera	0	0	0
6166a59cd58ce545ccac0927a51f8207	Diptera	3621	0	0
61bf8032b84f9b37db233b74da739150	Hemiptera	0	364	107
6253d080129b66c032dc53d1bec918cb	Diptera	1474	1062	593
626893df88d3d704b97402df53bd1b08	Lepidoptera	2334	0	0
62c2e4fd2b1fb145c3d1107772892c61	Diptera	0	0	0
62de30e2bac3c19a3f1a7f0b086c8087	Sarcoptiformes	0	0	0
63364b3961781c5f91b3d306a2eb61c0	Diptera	387	0	0
639b0c8ad1a22445e916bdf6f63444fd	Diptera	2360	0	0
63f5305f1777d2b065ef15ccb07a4ebb	Hemiptera	2071	0	34
63f9ec303710cf20160541e8f5a5db48	Hymenoptera	76	0	0
6402deb9433d6b2f82d1b93503287b95	Hemiptera	0	0	0
64165cb471b580d2c410e15fd852434d	Diptera	99	0	0
641bbcb2604a61ce06f32974d4a9b286	Hemiptera	780	0	0
642dc10ad890e0a9b420dc3026bc9afd	Diptera	0	149	348
646a3532352451256834b25958aae0ce	Psocodea	0	0	186
647c6561aab323976c67b96d3d4ade62	Diptera	0	0	6237
647cd974a742a816247a423181295804	Diptera	0	0	173
6482394525f07fbe9f2ca430e5692808	Coleoptera	0	0	0
648afa9d24fdd1d65f60b615946ac69c	unclassified	0	32	0
649d638f800496cde0d37a1fa06cf1cb	Diptera	0	0	0
64b99ecd0faa34866237b853e5c44e70	Collembola_X	0	6926	0
64e1b0581736f887e2617420dac3a599	Diptera	19299	0	0
64f08eac25877f0dea70a609e670509d	Diptera	0	374	0
6507de9701ad8f35716b647a90836ca1	Coleoptera	0	0	0
651937ab336bba527c19f56ba3923487	Diptera	603	0	0
659ca0f071de45e4ba48f085688b8b4c	Orthoptera	3	0	0
65f5bb747d4d0e1e32aa07967804afd0	Araneae	0	0	5337
6617a0f3f5a6ba42cd98dd38ab37e1e9	Diptera	0	7860	0
661d55bc52050d67cf36f3bd4c2296c2	Diptera	116	0	0
6648e2f85b63110bed46fe58762d7201	Diptera	140	0	0
66598fd2d1c250ccc710261c51fa63e9	Diptera	0	263	0
667e52d59a9e1ab0fb60471bbea26c73	Collembola_X	0	18676	0
66c3cc2f813b1c294fead947a598cb19	Diptera	471	776	0
66ee77d61d9a332530e634e1061fb7e7	Diptera	362	0	0
675016c3de90883b6f6dbc8aa13355d4	Diptera	130	0	0
675ebd7307025d65079b1e61b62595c7	Lepidoptera	0	347	0
6760c684e18b66a877eaa2515fc40084	Diptera	0	24	0
676d7530f453f5dd045195faeb12c3e9	Diptera	0	0	0
6779287a212fc8bfb2feca8c1807e666	Collembola_X	3	0	0
678c37fd854b2027e94597c5ea8e22a8	Diptera	0	0	0
67935e38f31e6dbebd7ea7b2c33e003a	Diptera	675	78	0
67eb21c40bd94c07475b3ea82e10998b	Sarcoptiformes	0	0	0
681f1e9b1b5cef84c1327a22c15f9207	Coleoptera	2508	0	0
68252311a8ebd628d43c586af2a844eb	Diptera	15856	0	0
683e0245fca3fd9a7cc6503836e07531	Thysanoptera	0	0	0
6840ec9b3fd3e2afb9c132ae3ededa30	Lepidoptera	0	19475	0
684b2fc9a715e15fd07ef5f9f7c286ec	Psocodea	0	0	60
685c0f45943e70269784e0a5e79f1807	Diptera	136	0	0
68a41badb696e8522a9710398d3f36e9	Diptera	112291	0	0
68d6a5f39309e160714cfabb913c7441	Diptera	1230	0	0
68e505ef0d77143f1b59d843d34f1953	Diptera	16380	2235	8184
690d8f6dcb2969e930dae743da8c0e6d	Hymenoptera	1812	0	0
691b80efaaf15ce54bfe4e9ddb1c38df	Coleoptera	0	0	0
691e3bb09aa50e0fa6e133e6c33954d5	Diptera	0	1866	0
6969b544a09fa66be99d2d1e5a9d6cb3	Hymenoptera	190	0	0
6975a04ec7e59333b1ef09c8a1eab715	Diptera	0	19	0
698328b69ae152faf5d81530350c7065	Hymenoptera	0	0	258
6983c5296b195074abd344ca5a5a6042	Araneae	365	0	0
69ca3ba524e132c5da685be6a6125fc7	Diptera	0	0	0
69ece22d01be480b07dde4099072deec	Psocodea	0	0	458
6a0b646c22313717f33bb712f5ba1d31	Diptera	0	0	796
6a6f63d4fba735fc6b9eb79ba79d0db5	Diptera	1630	153	0
6a8d333c27012a8f4453352e2697ebf0	Lepidoptera	37347	0	0
6a8f6e22e2b09d676bced6e8eebc7409	Diptera	0	0	3186
6ab105230a72efb1c10430c7b86cfc37	Orthoptera	45157	41644	87882
6ab2e1cf9d1c801eff0a62807c3914a1	Coleoptera	0	0	6307
6ae615a8d40b52c510865fdf58bfa6b5	Diptera	0	0	0
6b700b4003a55569fe46bd781fa5bacf	Diptera	11627	59	27940
6bbc03e048c5b3132b68ea93f0e4e0d9	Diptera	1043	0	0
6bc86a584a0b2e1814b8f760df3b5907	Coleoptera	0	0	60
6c7be97de3b9465c485b5e130c620f80	Diptera	0	0	0
6ca2c7e329c111e18a99fb7a5216d43b	Diptera	0	28	0
6d23d596dcf964bf4b057a17593b6a4a	Diptera	8	0	0
6d3b3dcf3abec4090dc82ff0ebaad854	Diptera	0	0	0
6d574a921f7b4d009ec8f01d3afdd075	Diptera	0	0	0
6d71bdb3d9db3a7271ba9b6a579ecdb7	Diptera	0	371	0
6db691d485f8dc313ce95b1e5cef67b9	Diptera	128	0	0
6dc044188e1194e12fe5647232c8fa5f	Diptera	728	52	0
6e0e8b71e30991b715e6614c26e24bb7	Diptera	0	0	1004
6e8dcd84c3c471e8db4729a2b9726367	Diptera	1917	0	0
6ed1261e45fc6493d8c228b7f6c6d3f7	Diptera	42713	0	0
6f05d2fbb811212c1ca60c3567387956	Diptera	152210	11831	0
6f52f8fe4e19b87d2ad2aa1b41466053	Lepidoptera	0	0	0
6f78cdce3343ae905a805bea19380909	Coleoptera	0	4578	0
6fa55be67966eb5f596b40048f40b480	Lepidoptera	39	0	0
6fab474d48aa1726daf88f73d44e9f0e	Diptera	1455	0	544
6fb29e96115a4ea9e0ed38b8a0c6ebd3	Diptera	0	50	54
6fd08e8435fd4849b1c6c9cb3a6a1b19	Hymenoptera	0	0	768
6fe98b97d15ee2441d1832f57374f1be	Araneae	0	0	23
7034c6455a41508b7fb082187976336b	Collembola_X	0	0	0
703df74ac5323c23646c0b3df49891ff	Diptera	0	0	0
703eafa807c731b06c27299414520269	Collembola_X	0	2422	0
707dd86defd3c728f47b522f8789df4d	Lepidoptera	0	0	0
707f8fd7f6231ea96ca7beba015d41da	Coleoptera	0	14	0
7096b90ad6c04feee8daa4fe5228adc7	Coleoptera	0	0	0
709935f4e73b4b11fcb4cba92e635427	Diptera	0	54	0
70c2009cc9b731ce2767662d4183e5c3	Collembola_X	0	0	0
70ce4b9429a0e40f7bcf49cabcf632b1	Diptera	0	0	0
70e91ec551b5e1c1ec11a556b9487f40	Diptera	3957	0	0
712be9889da046127d73ffeebf531197	Diptera	0	0	0
715fee468a6a08ff5c04980cc156cf95	Diptera	0	3944	0
71de1e9e6923bad1428d1af10a8b6973	Diptera	53748	1060	5807
71f02b239b890bdd0481d1c231799f29	Coleoptera	0	0	31
71fad5d934fbf3fc521fae80e24411d7	Diptera	322	109	0
721d6800f563356faadf27d99c5a5ccc	Diptera	363	0	0
72375c35845311db00f8355c6ed55bca	Diptera	263	0	0
7261e81cf03753327fbdadc7d1b79474	Diptera	0	0	0
727d93acaf2b092a328de6ce18ffc836	Coleoptera	0	0	0
72960ff8362ea78a80643970d36368cf	Collembola_X	11234	0	0
7309ef7e838f29b1de56955481eabe1f	Diptera	5386	0	0
730efecfd0068388be65feb80eecab32	Diptera	584	0	0
731de53cbb6a8d572fe1d8d1d0ec94d8	Hymenoptera	0	2715	0
732c502e1576c152eb3e21cc52a60eb1	Diptera	0	0	0
733d3f4c00dfe1b16523b6859bae21ce	Diptera	316	0	101
733de6c459fd68c5681533b86920da9e	Diptera	0	275	0
7341376c330a26584f01413f9256eb87	Diptera	0	7234	192426
735ee25f584e4137a18958d74e027613	Hymenoptera	537	0	0
735f203df8526b0dc9ff06bc77d9c64c	Diptera	0	0	1139
7367fe8d92b525039ebc3d7264a92db1	Hymenoptera	0	0	0
737bdb1d520013c538abc9e9d1afc7af	Diptera	1859	0	0
739edc495edf4892dd7febf5d22c86f8	Diptera	1155	0	0
73aa41bac906f71065628e3f3883d93f	Diptera	0	591	0
74ec33eaa69049f21beadf40ea2b0d5c	Diptera	0	2149	0
75034ac723c74963b1a8cbbaa430ff24	Diptera	530	0	0
75464cadb12c19df415b43a2ccfbac60	Diptera	148835	14106	0
75652fc16a39bac9821add411a5b8644	Diptera	111	0	0
757b9b1c0e88a8b9c7e76640f68b957c	Diptera	0	0	0
75e1a1011c52f7d82a36050bf6b81781	Diptera	990	0	0
75e6d5bd2417ee33da1e268ecc18904f	Araneae	0	0	0
75e8957c03371a1d788ad65c2a081ceb	Diptera	2	0	0
75f9c2eae8b996cc0703c4049d5b7ffa	Diptera	5770	5070	5599
76452441f73a046ece445ce5ce50272e	Collembola_X	4439	0	0
76576b17d93b5af623ed1c0eefd9b536	Hemiptera	0	0	0
766830e6dcd2a19fbd15cba5bc06a98c	Collembola_X	0	0	0
767ec3046a5a368609e3bae9b8cbbf6b	Poduromorpha	0	221	0
76b34707576713033ef133327f24a0c3	Diptera	699	0	0
76daac0ae68f2856f368140296d486de	Coleoptera	0	0	0
76f503cd0aec1c18d73e8c48e262de89	Collembola_X	0	0	0
76fe962987359365262ee68eff8e4797	Diptera	64	0	0
771535f662627684ab55c167aab45256	Diptera	0	0	2
773fd10b7ac531b9f80e06bae41a849b	Diptera	0	0	216
776de026d9e377b9d05fd1501afbdc86	Diptera	5367	0	0
778eb44366b1d55752d945c7e664756e	Diptera	92	96	0
7791658d2704506209b7c375a6ccd6f0	Diptera	0	0	0
77cf2e8bfc25fd6e12e6f41717d725b4	Diptera	26	0	0
77ffff28433a6955221b479340a8c93b	Diptera	0	0	0
7859740cd2ec772a049c88ea991cfe1e	Diptera	0	0	0
78614af09798808751e70484bdd3c510	Diptera	0	0	0
786806be661972bd240f6cf859699dcc	Araneae	7944	0	0
78f0ffdc338ba7c6184f549101199df1	Diptera	0	0	6965
793f6ff17efa428688b99c319178a160	Collembola_X	0	0	0
79780edde753f2a6320b7572d15de25f	Hemiptera	111	0	0
798fe4c2972d0b24ed99c411bf705da7	Diptera	0	0	0
79956be7a52cda38c7417f3876388e0a	Diptera	0	0	4181
79c623d064def5ca9b6e4557d9ba8045	Diptera	0	573	0
7a0d36e4e0d73bbe1c2970b114cbd6d6	unclassified.Arthropoda	0	0	1519
7a35d8114a375dbdc8ef2ceb0d499e50	Diptera	0	0	0
7a5ccf646d3d5ee217b9bfbfdf26cb8e	Coleoptera	0	2	0
7a9b3386e0519fd5de2f0d68ce80b2b0	Lepidoptera	0	0	0
7acec633179d5cbcb078b04e510526a2	Diptera	0	43	374
7adf586efea1c46bf9485520abad9de0	Diptera	323	86	137
7ae06e9a6ec33594653ea673e1b28a29	Collembola_X	0	0	0
7afa385ae2b394feb77345743ca9e4e7	Lepidoptera	0	0	0
7b32fe829ef6b60684d847b9bef22567	Hymenoptera	0	0	66
7b5c37cc549db191fba40e5f227050f8	Diptera	379	0	0
7b68e01de6aada2c0d83ac5a3ec5c6f5	Diptera	0	0	1624
7b9407c98bad828820697e7d482646dc	Diptera	5704	0	0
7b9f0efa4647afee3492a73973efae4e	Diptera	0	2130	0
7ba5113343413e5354aa62948a272477	Lepidoptera	7990	0	0
7bf6ceffbcf9c9fe8386d730b328a59c	unclassified.Insecta	0	0	260
7c4d56a63a28e3092a682b00c76b46f7	Diptera	92	0	0
7c70ef2849f2865fff3b611511c64b39	Diptera	0	0	0
7cb5b356303e1ec48d359a857b61543e	Hymenoptera	0	0	0
7cf5a884f3414e48484c7802e7f4db33	Diptera	2146	0	0
7d9197fe18794681b67c1506041503f4	Diptera	0	0	0
7db0cadb345f525721bdac8d0b1cd1f0	Coleoptera	105	0	0
7db74c4522c84afc704ef1edb8504ebe	Hymenoptera	232	0	0
7dcf506a8abf0f6138de23b61aece2aa	Diptera	153	0	0
7ddc7b72e0d991189b106fb1d1f638f4	Coleoptera	33	27	0
7dee06d82cc6963f7f251c94de1ac1d1	Coleoptera	0	5	0
7e7bbc84bb279f5870df57e4b223b447	Diptera	0	0	0
7ed2d2a1c37ffa170fcb59d49bcdcf9c	Diptera	0	0	40
7f0788fea4ef6a08620ac3345f81dc60	Diptera	0	2280	0
7f5684703e4ecc8530a730bf5a77ddcd	Coleoptera	0	0	0
7f5caf71704ee74c2f19eab130f4e800	Collembola_X	612	0	0
7fa5b9c5d45914d94eeae08e8909edba	Hymenoptera	0	0	8
7fb676f576f5ad0b08fa32e79f94935d	Diptera	551	0	0
800dc473b1fd08fb71b37cfeac52f971	Lepidoptera	0	61398	0
80311b3f3811038fc3f7247b8fec20d9	Diptera	458	0	0
803851d94e5d4a423184d56bb68d45e1	Diptera	20353	0	0
8079d0472eae6e9958a5e78a791d54c2	Hymenoptera	0	0	0
807a367a73f9c343f612347a79007806	Hymenoptera	0	0	0
808f3cf93207230da64e199baa698af4	Diptera	0	1854	0
808fed1c612bd977e3dd56b7d3763c43	Diptera	0	0	0
8091bcb2b2306ec37fda88104b309fca	Collembola_X	0	0	0
80c3aa4ba2b2279136905acf174c9d30	Diptera	0	5382	0
80ffc7bdd1b10393a302cb6965ba065d	Diptera	200	39	0
810dd8a0ed5434b5b1d61d26d3306a58	unclassified.Arthropoda	0	0	18
81165c526aa796352c05e792b6fcc03f	Lepidoptera	11682	0	0
8137eb400766ae3250cd4b5c60ded97f	Coleoptera	0	0	0
8142331f9ab10fa33db9277e928ae912	Diptera	673	0	0
8149c9fa5e4c30898f6a86fa1ab5d56f	Diptera	204	0	0
81526453e27840d0f1b2eb320ce343f3	Diptera	0	0	1998
816f74d19484d75671c51554716e686f	Diptera	6350	2	0
81840db00774f50180914287c87adb66	Diptera	0	2787	0
81a20d6bde175ad2c34c640e20eac460	Diptera	4251	0	0
820f56222215d60d26b860752988ef8a	Diptera	5	0	0
8223fbeff8ffbc0ddbf3942fd1b5b58c	Lepidoptera	28537	0	0
8233b9b4d0df501491024585a8276e44	Diptera	0	0	170
82b120fdf73bcbb6a62a61f3a8f6684d	Diptera	0	0	0
82b198a70c76ce6b6c47319c45150318	Diptera	0	38	0
82dc5ac0a070fcebf09f77916fd8ee3e	Diptera	1747	0	8714
82dd989b0d2a2eee3dedeefb7f7cc001	Diptera	245	0	0
82f53fb065fe488ece4b386fd4428ec3	Diptera	0	1617	0
837a56b90716af24ee0640d430b314d1	Diptera	0	2802	0
8397f45e0a7d30e0a5f9fc43b7b5c1d5	Hemiptera	0	0	128
84036dd1ff0c88be260d5d22840609cb	Diptera	0	0	943
8406072c3385f84f2c622332327171aa	Diptera	0	0	0
841eb01e1fae359aedcb9239c6bcf66a	Diptera	0	59	0
84473a34ea3bb3fbfa74da01603c9994	Collembola_X	0	0	0
847c872f568753a06252c53bfe4459db	Diptera	6979	1966	0
848809c9621704bef744540ceedc79b4	Diptera	3	0	0
84aba451c54a7817d27bfabe7e05cb53	Lepidoptera	4766	0	0
84c74e50737c0eaf8602d778640ef0f9	Diptera	0	0	0
84f955937e2db50f1841e70b50fae34a	Psocodea	0	0	13675
855de9140cf951a5dd7e3dbde1d6787c	Diptera	0	91	0
8594575a88f12eb669ce1e7e18d47639	Diptera	6938	164	0
85cdfa9ea71af06704b2577619567f6b	Diptera	105	0	0
85d9ef9c27833194e0174b3d11cf8e73	Collembola_X	0	4635	0
85ec50976195f1e3240e75f1065db89a	Diptera	81	0	0
865dbc7339a8a3381f918ed0e2960fca	Diptera	0	93	0
865f615f191e99811bef4178eafdcb74	Diptera	1063	90	51
86c472d54c7f47b17e04bc98e98665ea	Diptera	252	0	0
86f98e577eb33da4a1624be26a8052ee	Diptera	7117	0	4007
87260b20b3ef7e5c91aed97110b5ed20	Diptera	0	2345	0
876188884dc9197cd63a7d4d247e1ef3	Diptera	105	0	0
8776760a84647c5a72dccb2eab60f172	Diptera	0	0	0
87a84de0f71fdaf21a99cbc9506a2fad	unclassified.Arthropoda	0	90	0
87dd88b9326bda6bc48bcfdfa17ba0b8	Diptera	5	0	0
883b9d43ff809bfc6d4925c6a796c365	Diptera	0	0	0
888b792eb2c49ee3750e9f300d7059fc	Diptera	311	0	0
88a023b6bf361353e176fbc7085289b3	unclassified.Arthropoda	0	0	0
89141ef3041b6cc4312ef2e0241ba61f	Collembola_X	0	6386	0
898db7e2fe3a7d2cf1b42d5beb8b83ad	Diptera	270	0	0
89a5c8a5bf7810f1500a4f560cafa821	Diptera	0	0	0
89c34ea1b57357f731e12bb7a44ddd77	Coleoptera	0	0	0
8a28dcc34712b49c269b96a0ea5ec80f	Diptera	0	0	0
8aae2f733d458054723fe3365b9cb661	Orthoptera	48	0	0
8abcde222784198b184b3f21f7ffaeae	Diptera	163	0	0
8afd6c46f31183e1d2a27392373c1c5a	Diptera	16003	209	0
8b2917b5da0c7fa25725750b3f36d45a	Lepidoptera	0	0	0
8b735164573f98cadf882d17527bed53	Diptera	0	0	0
8b75acd5475bd8d5fec96c9a5610b489	Collembola_X	0	72433	0
